Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM,WAB,Consistency,Volatility_z,Swing_z,Rank,SOS,Road_Pct,Q1_W,Q1_L,Q2_W,Q2_L,Q3_W,Q3_L,Q4_W,Q4_L,T100_W,T100_L
103,Wichita St.,7.505029906359752,104.5,97.0,70.0,19,0.24,0.908128738294969,0.7795089202485727,7.795089202485727,5.391524862549441,0.8332228915370763,35.33887947523584,0.9878370553344037,1.1517773075636484,103,6.0,0.714,2,2,1,2,8,1,3,0,2,4
104,UC Irvine,5.573258283338902,96.9,91.3,69.8,25,4.39,0.14790728541736275,0.9170663604382991,9.170663604382991,5.255697471549197,-2.525890752923903,22.357873117473268,1.4495564965179981,1.6197200600562542,104,-0.71,0.429,0,3,3,3,3,1,10,2,2,3
105,Marshall,7.662417855572002,107.4,99.7,74.8,22,-3.15,1.3515522319465003,0.6451234364394988,6.451234364394987,5.2107336601278735,-1.7506161094851258,32.698068598700694,1.0522553834729043,1.254600162692653,105,-0.31,0.667,1,0,3,3,2,3,9,1,4,5
106,DePaul,2.9479646619837325,96.6,93.6,72.1,19,10.65,-0.9627544172520335,0.7651039038175341,7.651039038175341,5.159081945634787,-5.10363118339259,29.333636799953,1.1137789942090164,1.4520209898620386,106,11.91,0.333,3,7,0,6,0,1,2,0,3,14
107,San Francisco,4.986741885076086,101.8,96.8,70.2,25,5.08,-0.011657264365489306,0.9313436117092903,9.313436117092902,5.012054228986514,-5.770011724062524,22.970925097802233,1.4079399792312952,1.614432182183541,107,4.15,0.333,1,5,1,5,2,3,7,1,3,6
108,Belmont,6.094452430423459,106.9,100.8,72.4,29,0.91,0.6480565538029324,0.8392846547490593,8.392846547490594,4.930799012755827,-0.9452343705895885,26.92375626044808,1.3034033492931147,1.3650219351658497,108,-7.51,0.846,0,0,0,1,9,2,16,1,0,0
109,Akron,4.53296400546995,104.9,100.4,70.0,21,5.84,-0.16337949931625628,0.9152840649173829,9.152840649173829,4.929712435240058,-2.3479815352268876,22.426000837281862,1.4188661055635148,1.6606304373234004,109,-0.26,0.455,0,2,3,3,5,1,5,2,2,5
110,Arizona St.,3.675266636173262,103.3,99.6,74.1,25,8.59,-0.6143416704783422,0.845989673027808,8.45989673027808,4.917892608691643,-4.059922284827643,28.8536971521196,1.2064204009089154,1.3349224059257794,110,9.35,0.3,0,9,3,4,7,1,1,0,5,13
111,Rhode Island,6.233817342641913,101.9,95.7,71.4,25,-1.93,1.0204771678302391,0.7491876146814808,7.491876146814808,4.351429630097103,-5.90452084621624,27.422965677946618,1.2197985731193834,1.4496511329353998,111,5.98,0.231,2,4,2,7,4,4,2,0,4,8
112,Central Florida,5.623768600074996,104.3,98.6,68.5,23,0.0,0.7029710750093745,0.827861058651481,8.278610586514809,4.135307655177315,-3.133566107402194,34.46127754849509,1.025417385573796,1.1563961078704932,112,7.0,0.308,1,6,1,3,6,3,3,0,2,7
113,Cincinnati,2.416767911348245,99.6,97.2,72.7,23,7.98,-0.6954040110814694,0.8294725849873282,8.294725849873283,3.8913130227498556,-2.5526052685291383,31.709123267406156,1.0942620549807698,1.2665262991113972,113,6.6,0.538,2,3,1,5,8,2,1,1,3,7
114,Loyola Marymount,6.125104878490845,105.6,99.5,67.2,22,-3.8,1.2406381098113557,0.6822308328165545,6.822308328165545,3.77580915590379,-2.447636565384352,35.5591723486735,0.9391464294184162,1.2238248254592303,114,4.0,0.4,0,4,3,3,4,2,6,0,1,7
115,UC Riverside,6.197984704899227,101.7,95.5,68.7,22,-6.18,1.5472480881124033,0.5754512969932738,5.754512969932738,3.6315814103021875,-4.094111576291393,24.98721383368838,1.278971349941608,1.605003097000785,115,-2.15,0.667,0,1,1,2,3,3,10,2,1,2
116,California,1.5231446091709273,100.9,99.4,66.6,28,11.11,-1.198356923853634,0.6958185691007095,6.958185691007095,3.4313420365729255,-8.783631345705619,23.343347176327626,1.417455077249584,1.5576903116924412,116,8.39,0.143,1,7,2,7,2,6,3,0,3,16
117,Drexel,5.8431431831253065,108.5,102.7,65.7,19,-5.87,1.4641428978906634,0.6055836563697546,6.055836563697547,3.012150867867038,-3.2876240415383844,29.297783960383047,1.0986742949177395,1.4857347313712759,117,-3.16,0.545,0,0,1,2,3,3,8,2,0,1
118,Eastern Washington,5.496475789699076,104.9,99.4,73.7,22,-10.32,1.9770594737123846,0.4156663578766766,4.156663578766766,2.983014213779378,-3.0464557828543484,33.960080891772016,1.02454237700687,1.197990829751703,118,-4.16,0.545,0,3,0,1,4,1,11,2,0,4
119,Duquesne,4.970729075369704,100.0,95.0,71.1,18,-1.59,0.820091134421213,0.8013675061697496,8.013675061697496,2.949655511055984,-3.1143265803002453,29.77119279587736,1.2405171937753408,1.2051967407574533,119,4.38,0.333,0,4,2,2,4,2,3,1,3,6
120,Vermont,6.110947155262366,105.9,99.8,68.3,15,-4.61,1.3401183944077957,0.6490400722448224,6.490400722448224,2.873071600472941,-3.295755486906282,24.54723495274586,1.4892819342584747,1.3414520023368366,120,-6.65,0.667,0,0,0,0,2,3,8,2,0,0
121,Kent St.,3.056387447247886,102.1,99.0,71.3,22,1.65,0.17579843090598574,0.9138284159862703,9.138284159862703,2.643648965389553,-2.0653457009550635,29.518616449583828,1.1503603385638663,1.3667626837544935,121,-0.01,0.545,1,1,1,4,4,3,8,0,2,5
122,Massachusetts,5.949760757707935,103.7,97.8,72.9,15,-6.49,1.554970094713492,0.5726190418220354,5.726190418220353,2.512928545980282,-2.8728694674181305,23.15588941936692,1.300492856249563,1.788518409544847,122,1.66,0.429,0,2,1,2,3,3,4,0,0,4
123,South Carolina,0.02120550549554423,99.9,99.9,76.9,21,8.76,-1.092349311813057,0.7283913110902145,7.283913110902144,2.2716939560298277,-4.875456081318754,20.190651153329362,1.4454080006241283,1.9091174303529028,123,12.19,0.25,1,9,1,6,3,0,1,0,3,15
124,TCU,-0.021275648518837897,100.7,100.7,68.5,26,12.64,-1.5826594560648548,0.5624252814740373,5.624252814740372,2.23048396210488,-4.466680190948416,26.248304078013728,1.3100067398823367,1.4198121665223042,124,7.29,0.4,1,9,1,3,5,2,5,0,3,12
125,Iona,5.082658801077216,100.9,95.8,70.9,17,-4.91,1.249082350134652,0.679478552141352,6.7947855214135195,2.2291775927308843,-2.2570063381392327,21.944898678137374,1.4043921113796354,1.7452018387356891,125,-5.47,0.727,0,1,0,0,2,0,10,4,0,1
126,Mercer,4.237537130222492,104.2,100.0,68.9,26,-13.05,2.1609421412778116,0.35059764927165404,3.5059764927165404,2.183387225694312,-4.61223816306056,22.433687558779596,1.3974070054135714,1.696050630323348,126,-0.87,0.533,1,0,1,3,4,7,9,1,1,5
127,Pepperdine,4.7547691545467785,104.2,99.4,73.0,22,-8.21,1.6205961443183474,0.5483746566205491,5.4837465662054905,2.1679490439177176,-4.329948408817465,26.911266559607554,1.3087916621895883,1.3583343778749422,127,7.03,0.333,1,6,2,2,4,2,3,2,2,8
128,James Madison,4.766709874062244,103.4,98.6,74.5,17,-3.93,1.0870887342577804,0.7299496031924526,7.299496031924527,2.154244202629615,-3.7320955928812882,32.26734703392698,1.0751091294355182,1.251482190219289,128,-0.58,0.5,0,1,0,0,4,3,6,3,0,1
129,Indiana St.,4.38003150239922,100.2,95.8,68.5,24,-6.51,1.3612539377999024,0.6417847934285764,6.417847934285764,2.082348696798699,-2.9525802717784977,32.20265070187354,1.0330991341686413,1.333647139688836,129,2.89,0.417,1,4,0,4,5,2,8,0,1,6
130,Miami FL,0.15200548818627624,98.8,98.6,69.9,27,9.02,-1.1084993139767154,0.7235722722005484,7.235722722005484,2.026256834032896,-6.328849619141174,26.368618522092106,1.3583100851018646,1.339167559413531,130,8.41,0.25,3,7,3,5,1,4,3,1,6,14
131,Morehead St.,4.0973808395082045,98.6,94.5,67.4,28,-10.06,1.7696726049385256,0.4926233084272138,4.926233084272138,1.9792351743261256,-1.7004578226296516,26.290778980935258,1.3585733782938587,1.3459596705877501,131,-3.91,0.643,0,3,1,1,5,2,15,1,0,4
132,Bowling Green State,2.5968557055763597,102.8,100.2,72.6,24,0.0,0.32460696319704496,0.894550534247255,8.945505342472549,1.8917462726997647,-4.5453923410700305,23.074706152170975,1.4281187443983128,1.5712071069836553,132,-0.24,0.714,1,1,3,3,3,4,6,3,4,3
133,East Tennessee St.,2.7731192637837836,101.7,98.9,66.9,23,-0.68,0.43163990797297297,0.8784186950462928,8.784186950462928,1.818781648585485,-5.587921311783145,27.327816241633705,1.2230178972147814,1.4536646712032326,133,1.45,0.333,0,1,2,3,4,7,5,1,2,6
134,South Dakota St.,2.662567382363875,106.8,104.2,73.2,22,-0.81,0.43407092279548437,0.8780287113451146,8.780287113451147,1.6719938206040836,-2.6385816971465985,26.053303270703942,1.2519452927908417,1.535678358902709,134,-3.17,0.5,0,2,1,0,4,3,10,2,1,2
135,New Mexico St.,2.9305399795224787,104.0,101.1,65.5,17,-0.9,0.4788174974403098,0.8706562618406969,8.706562618406968,1.633173361935761,-5.029414787397636,20.96641730842577,1.4125361726883492,1.8617889654343058,135,-4.71,0.455,0,0,0,3,2,1,7,4,0,3
136,Hartford,2.2189509658899453,98.0,95.8,68.7,23,0.0,0.27736887073624317,0.9010500549200778,9.010500549200778,1.5943478339873376,-3.794315933741661,25.483610205519874,1.2922891014737208,1.5265724999515458,136,-4.94,0.455,0,2,1,0,3,3,11,3,0,2
137,Wofford,3.8559689498702596,103.2,99.3,68.3,22,-5.91,1.2207461187337825,0.688664010280063,6.88664010280063,1.5277399424973401,-3.7719973891187806,22.886708891275156,1.334277060945162,1.7554269319341789,137,0.16,0.545,0,0,3,2,5,6,5,1,3,2
138,Florida Atlantic,2.1990124139633167,101.0,98.8,70.9,19,0.06,0.2673765517454146,0.9023784007490832,9.023784007490832,1.510240833088048,-6.200373874410383,29.945666993995587,1.1937796375618208,1.258060753882904,138,-4.55,0.308,0,0,0,2,3,6,6,2,0,1
139,Army,4.063738501235761,100.2,96.1,70.6,20,-12.39,2.05671731265447,0.38696780206130693,3.8696780206130694,1.3963095488986932,-1.7914011464790338,21.97700636652013,1.4385240311359184,1.6825021227051746,139,4.35,0.6,1,4,2,1,3,2,5,2,3,5
140,Northeastern,3.7403621267276748,98.2,94.5,68.9,19,-4.66,1.0500452658409594,0.740761860543123,7.40761860543123,1.3839709764287347,-3.444923017613762,29.782653628676606,1.1422836170102073,1.3561849618415116,140,1.97,0.364,0,3,0,2,5,3,5,1,0,4
141,Weber St.,3.7557852848413233,105.1,101.3,73.0,20,-9.77,1.6907231606051654,0.5222141813999339,5.22214181399934,0.9553264885965786,-2.8558224871366775,28.52577533933362,1.1862794629218063,1.398954428101604,141,-5.5,0.545,0,2,0,0,1,2,13,2,0,2
142,Old Dominion,2.894699000719598,100.0,97.1,69.1,22,-4.74,0.9543373750899498,0.7673653696742438,7.673653696742439,0.9203537849560501,-2.182890484879721,27.992081875465267,1.1487677570641455,1.5222323787446659,142,0.14,0.5,0,2,2,3,6,2,6,1,2,5
143,VMI,3.466735933832325,105.9,102.4,72.2,22,-8.53,1.4995919917290406,0.5928143392613442,5.928143392613442,0.9202590750130584,-6.155283431994402,26.024529347727796,1.1976925531549387,1.6435489092633506,143,0.0,0.167,0,2,1,4,4,3,5,3,3,3
144,Chattanooga,0.7546484313543829,100.3,99.6,68.5,24,0.92,-0.020668946080702147,0.9304742089867244,9.304742089867243,0.8008446666007305,-3.2358217678511387,39.54632521825362,0.8807487840160959,1.0270583365581218,144,-2.47,0.692,0,0,2,2,4,5,10,1,1,3
145,Kansas St.,-1.294390549393924,95.4,96.7,67.3,28,7.85,-1.1430488186742405,0.7130874855623124,7.130874855623124,0.5617404153672225,-7.485018061594754,24.512721312505754,1.35668791389182,1.5249871399966397,145,9.33,0.273,0,13,3,3,1,3,5,0,1,16
146,UTSA,0.5256235874393695,103.6,103.1,74.0,22,0.54,-0.0017970515700788114,0.9322833322097783,9.322833322097782,0.5299025393685973,-5.451732866489664,21.03656931962439,1.5162895014266744,1.6747290277131748,146,0.48,0.182,0,1,1,5,4,4,6,1,2,7
147,Loyola MD,3.448854909395621,99.3,95.9,69.4,17,-7.13,1.3223568636744525,0.6550844839657085,6.550844839657085,0.5062667532373817,-6.290998119255505,29.726317847725177,1.1524245996733415,1.3439304467569606,147,-0.3,0.3,0,1,1,2,1,5,4,3,1,4
148,Santa Clara,-1.50575479202179,98.5,100.0,72.6,19,5.23,-0.8419693490027238,0.7960920212928464,7.960920212928464,0.48315382273025764,-2.7871383172128255,26.518792342034267,1.1805024164787983,1.621507487779041,148,1.36,0.556,1,2,1,2,3,3,6,1,1,3
149,Washington,-1.5050558642425358,99.6,101.1,73.7,26,17.01,-2.314381983030317,0.3001522480925935,3.001522480925935,0.41116617026181435,-9.755239130422142,22.244980506281827,1.4624709109493572,1.6130435434121768,149,10.33,0.077,1,8,1,9,2,3,1,1,3,16
150,Texas A&M,-1.8155321599464713,98.7,100.5,66.6,18,19.59,-2.675691519993309,0.1996413744415424,1.996413744415424,0.32156597959259003,-4.04381521782642,23.33747361752998,1.2896361068873148,1.7871980247925214,150,5.96,0.286,1,4,1,5,2,1,4,0,2,8
151,Boston College,-2.296360002939707,100.7,103.0,73.1,20,8.15,-1.3057950003674634,0.6606758541318011,6.606758541318011,0.2975891272381739,-7.666957606378364,23.64997588172882,1.3508067671526631,1.6310967244131125,151,10.08,0.111,0,8,1,7,2,0,1,1,1,14
152,Murray St.,-0.4036264703716199,101.0,101.4,67.9,24,1.74,-0.2679533087964525,0.9023021630178621,9.023021630178622,0.1820857707974496,-9.871969068085999,19.354263379673434,1.5610939195358102,1.8216705243124707,152,-7.28,0.308,0,0,0,2,1,7,10,4,0,0
153,Bryant,2.730354085493147,102.4,99.7,75.2,20,-8.34,1.3837942606866434,0.6339751681361421,6.33975168136142,0.0658150732884617,-3.0520117497634836,28.83377028282286,1.1493647498566846,1.4345495751978172,153,-5.68,0.5,0,1,1,0,2,1,11,4,0,1
154,Tulane,-0.3005027112463807,97.4,97.7,69.5,23,0.84,-0.14256283890579757,0.9176740384604578,9.176740384604578,0.024766323588898326,-5.937428358432005,33.110180573231915,1.0191544834933541,1.2792700650285858,154,2.92,0.364,0,4,0,4,4,5,6,0,0,5
155,Jacksonville St.,0.4617201394929822,102.3,101.8,68.1,25,-1.39,0.23146501743662276,0.9070218881965856,9.070218881965856,-0.031247253277010778,-4.748965225098278,34.52933170728235,0.985536692135475,1.221176662140112,155,-4.88,0.538,0,1,0,3,6,3,10,2,0,1
156,Temple,0.09433054596632928,98.1,98.0,70.3,16,-0.64,0.09179131824579116,0.9232476159262069,9.232476159262069,-0.1743584727356033,-6.194967693553863,32.12551776391847,1.0588030287952974,1.2925274908886544,156,4.49,0.25,0,3,0,3,4,4,1,1,0,4
157,UNLV,-1.627595904261625,100.1,101.7,68.0,25,4.21,-0.7296994880327031,0.8220722573714898,8.220722573714898,-0.18303802867948682,-6.628476050908862,29.394102185740415,1.2025667982112256,1.2925160303325733,157,2.56,0.25,0,8,1,4,1,1,8,2,1,12
158,Tulsa,1.6458541803010434,99.4,97.7,67.7,21,-5.3,0.8682317725376304,0.7896226485136967,7.896226485136967,-0.2521804218503123,-5.911161529251183,30.041456880263098,1.180693215020988,1.2698847115104102,158,4.52,0.444,2,1,2,4,3,7,2,0,3,2
159,Stephen F. Austin,2.5073141601806697,101.5,99.0,71.3,18,-7.92,1.3034142700225837,0.66147597405182,6.6147597405182,-0.2948329513737238,-2.3507881270798343,28.29415813010914,1.1835419542834913,1.426265767037027,159,-7.75,0.6,0,1,0,1,1,1,12,2,0,3
160,UTEP,1.8571210504228333,100.3,98.5,69.8,21,-6.61,1.058390131302854,0.7383508826700586,7.383508826700585,-0.34546297096246614,-5.326604118928856,23.55578815704849,1.3137963418484717,1.7102345675872421,160,2.4,0.167,0,5,1,2,3,4,5,1,1,8
161,Pacific,2.5603015067959376,100.6,98.0,68.3,17,-7.97,1.316287688349492,0.6571385540837005,6.571385540837005,-0.3754050490417533,-3.0931049188044977,23.391911869677397,1.3307355952297768,1.6983181479924494,161,5.51,0.25,0,5,0,3,5,1,3,0,0,6
162,Boston University,1.4954712243543753,103.5,102.0,67.2,18,-4.72,0.7769339030442969,0.8114713574690124,8.114713574690125,-0.43588324266327705,-4.640611754737989,22.87845997790875,1.4196093680451558,1.606482165528837,162,3.9,0.5,0,5,0,0,5,4,2,2,0,5
163,Miami OH,-0.5509082023493193,103.1,103.7,67.2,22,-0.43,-0.015113525293664908,0.9310113655420366,9.310113655420366,-0.5149559500472951,-5.524321553158025,23.593629001454726,1.3726016057854404,1.6006882830919646,163,-1.66,0.417,0,2,1,4,1,5,9,0,0,7
164,Northern Iowa,-2.6117032829477154,99.7,102.3,70.3,23,6.09,-1.0877129103684644,0.7297650040932183,7.297650040932183,-0.5157656365232632,-8.461488694257476,26.144454987051667,1.2364674825407338,1.5539177905788428,164,3.24,0.273,0,4,0,3,5,6,3,2,0,8
165,Detroit Mercy,1.8935426335309842,108.2,106.3,68.9,22,-8.93,1.352942829191373,0.6446457487041862,6.4464574870418625,-0.559258650355642,-6.540877774026871,29.790302000725152,1.1327651560034404,1.3722349537188925,165,-4.03,0.5,0,1,0,3,1,3,11,3,0,4
166,Mount St. Mary's,1.45235554019186,96.4,94.9,64.1,22,-6.42,0.9840444425239825,0.7593160325247104,7.593160325247103,-0.5675726154038343,-5.983570212273012,24.915743104768627,1.3285905877199156,1.5269543604302132,166,-4.3,0.5,0,2,0,0,3,3,9,5,0,3
167,Sam Houston State,-0.862382788294056,99.1,100.0,72.8,24,0.0,-0.107797848536757,0.9215288633229353,9.215288633229353,-0.6231222961088887,-3.7118224846194074,27.15830719699578,1.2806872775986093,1.3768553109102637,167,-3.95,0.538,0,4,0,2,2,2,13,1,1,6
168,Siena,1.497348945261706,99.5,98.0,67.8,17,-5.19,0.8359186181577133,0.7975613808132451,7.975613808132451,-0.638162638051706,-3.265185430482811,39.439363524433915,0.8848744861121912,1.0273285336514766,168,-6.53,0.75,0,0,0,0,0,1,12,4,0,0
169,Bradley,-2.2595025737211074,100.2,102.5,67.9,26,4.62,-0.8599378217151384,0.791681872969571,7.91681872969571,-0.6536982304340524,-9.10272765482475,21.271883363043276,1.4404524909140368,1.7682923032726692,169,2.15,0.25,0,4,1,5,3,4,6,3,2,5
170,Southern Utah,2.0199274209908253,105.1,103.1,72.4,19,-14.55,2.0712409276238533,0.3818126811907758,3.8181268119077583,-0.7526964967812027,-1.3083113795581944,27.327746508220166,1.2019769382678138,1.4909839253220087,170,-6.65,0.625,0,0,1,2,2,1,12,1,0,0
171,Charleston,-1.6700237383300163,102.7,104.4,65.8,17,0.96,-0.32875296729125203,0.8939624550879417,8.939624550879417,-0.7636334112667212,-6.952183807459123,27.276438104856062,1.2284878784487478,1.4494373232750537,171,-0.6,0.25,0,1,0,0,3,7,4,2,0,2
172,Oral Roberts,1.7050255446460625,105.4,103.7,74.0,23,-10.99,1.5868781930807578,0.560867304933005,5.60867304933005,-0.7838087857697029,-4.4200708888102405,32.42628340497548,1.0548591905980036,1.2733460723359529,172,-3.54,0.5,0,4,1,1,3,3,9,2,0,4
173,Cal St. Bakersfield,1.3640783032848134,101.3,100.0,65.8,24,-10.21,1.4467597879106018,0.6117941947892083,6.117941947892083,-0.9869966566962969,-4.668623020494913,23.046997420793346,1.3714607137993777,1.666599424963153,173,-2.4,0.4,0,3,3,3,2,2,8,3,0,4
174,Wyoming,0.8276516413287993,106.3,105.5,71.3,25,-7.37,1.0247064551661,0.7479936715311012,7.479936715311012,-1.0602188932957235,-4.507919604669784,30.371660476625358,1.2677472944325432,1.1220591966876592,174,-1.43,0.5,0,4,1,4,5,1,8,2,3,8
175,UMBC,1.4767789446766812,99.9,98.4,69.3,20,-9.16,1.3295973680845852,0.6526263929244491,6.526263929244491,-1.14019067212106,-2.820275863628023,32.107942237739636,1.0317819145567673,1.3448745604913563,175,-4.43,0.818,0,1,0,0,6,2,8,3,0,1
176,Elon,1.850305010251148,97.2,95.3,68.0,18,-11.07,1.6150381262813935,0.550438559517482,5.50438559517482,-1.175442695244768,-4.828866535923254,21.317863518902215,1.5005229594310294,1.6645243796795863,176,-1.81,0.417,0,0,1,2,3,7,5,0,0,1
177,Coastal Carolina,1.5714330703738142,98.3,96.7,72.5,19,-12.62,1.7739291337967267,0.4910275381172766,4.910275381172767,-1.3429559660605999,-4.882772554715039,34.208915116714294,0.9969602505222318,1.2267724146533165,177,-6.59,0.375,0,0,0,0,0,4,12,3,0,0
178,Ball St.,0.8630511920809028,101.1,100.2,73.0,23,-10.32,1.3978813990101129,0.6290580362459582,6.290580362459583,-1.5386725481371664,-6.455360601844877,19.98748150361393,1.4435908098127952,1.9430941754682598,178,0.61,0.25,0,2,1,6,2,5,7,0,1,7
179,North Dakota St.,-0.4952188003804281,100.9,101.4,66.8,27,-4.85,0.5443476499524464,0.8591778897016217,8.591778897016217,-1.5464536184060889,-6.34628282526527,33.886830331374,0.9681829915416538,1.3101577281148926,179,-3.83,0.438,0,2,0,4,3,2,12,4,0,4
180,Hofstra,-0.45416775239988283,104.9,105.3,70.3,23,-4.86,0.5507290309500147,0.8580157662719892,8.580157662719891,-1.651208493096702,-4.65664548857394,34.94916658806596,1.0255132133866136,1.1184740639588864,180,-0.6,0.455,0,2,1,2,5,5,7,1,1,2
181,Georgia St.,0.5310122508563211,103.1,102.6,72.7,20,-8.25,1.0976265313570401,0.726822435740135,7.26822435740135,-1.8095276496447692,-2.404261843179217,30.33653178653792,1.124010331031298,1.3370197116995324,181,-2.55,0.556,1,0,0,1,4,3,9,2,1,0
182,Eastern Kentucky,-1.6154146845584307,99.5,101.1,76.5,27,-2.65,0.12932316443019615,0.9191620014840112,9.191620014840112,-1.8781692970508557,-3.28569248586993,28.454141759012366,1.2168604825354965,1.3550237067740243,182,-7.3,0.667,0,1,0,3,5,1,15,2,0,1
183,Wake Forest,-4.249826082209367,97.6,101.9,68.8,21,13.88,-2.266228260276171,0.3155405094759336,3.155405094759336,-1.8815385141687246,-6.982851528750627,24.536823758497697,1.5011072516016672,1.3287398186722919,183,9.23,0.091,0,7,0,9,3,0,2,0,1,16
184,Delaware,-2.265352891330153,96.4,98.6,68.8,14,-1.62,-0.08066911141626909,0.9244215033270562,9.244215033270562,-2.008696304249896,-6.0985503472003355,26.882910281507996,1.2323563741692491,1.4828053671663801,184,-2.94,0.167,0,0,0,0,1,4,5,4,0,0
185,South Dakota,-0.08078753532775806,104.8,104.9,71.0,24,-8.52,1.0549015580840302,0.7393605512577721,7.393605512577722,-2.0683326669507096,-6.635754169131616,24.767871384077935,1.2717302729405422,1.6440747115330296,185,-5.03,0.417,0,2,1,3,1,1,11,5,0,4
186,Saint Joseph's,-4.219752961122552,98.7,102.9,74.0,20,3.35,-0.946219120140319,0.7695321429630849,7.695321429630849,-2.116448894883578,-6.50982241165104,29.245431953776922,1.234181573086073,1.258157571841,186,7.56,0.167,0,5,2,7,1,3,2,0,2,8
187,Bellarmine,0.8991324718507059,106.9,106.0,66.1,18,-13.19,1.7611415589813382,0.4958220126249875,4.958220126249875,-2.1436565509559005,-4.640848521282592,26.606427176424887,1.2447756439970248,1.489781682044028,187,-5.45,0.778,0,1,0,1,0,2,11,3,0,3
188,Texas St.,-1.0373026862023806,98.0,99.1,64.0,23,-5.46,0.5528371642247024,0.8576300958784668,8.576300958784667,-2.2385321545383317,-3.02248386739565,43.195611847393394,0.8430344881393762,0.8510960876314111,188,-7.64,0.769,0,2,0,0,2,1,15,3,0,2
189,Gardner Webb,-0.082692558866853,101.9,101.9,68.7,26,-13.0,1.6146634301416434,0.55057763675596,5.5057763675596005,-2.340050232335336,-9.883403589668191,20.200286374139754,1.4819071686980252,1.8393021231361626,189,-4.38,0.267,0,1,0,5,3,3,8,6,0,5
190,Utah Valley,-3.0057539618630216,99.3,102.3,72.4,20,-1.3,-0.2132192452328777,0.9093044053532213,9.093044053532214,-2.4726197909880967,-6.012971371682454,29.454414098194192,1.1215253774936158,1.4251651818157618,190,-0.99,0.333,0,2,2,3,1,2,6,4,1,4
191,Rice,-2.2707063373912746,102.6,104.9,70.5,25,-3.52,0.15616170782609068,0.9161197912783058,9.161197912783058,-2.605736347860007,-6.039651149602264,22.449655443143058,1.4384944105994928,1.6262686033234486,191,-0.58,0.286,0,1,1,8,4,3,7,1,0,9
192,Norfolk St.,-0.8708073747164917,98.4,99.3,70.4,21,-7.43,0.8198990781604385,0.80141335877808,8.0141335877808,-2.68255356275868,-4.04233372379143,29.15664048600684,1.1846641633536243,1.3423633473136867,192,-7.43,0.7,0,0,2,1,3,1,9,5,0,1
193,East Carolina,-2.9042220579999167,95.0,97.9,70.2,18,-3.04,0.016972242750010413,0.9308320742946226,9.308320742946226,-2.950503359799859,-6.316301125320887,28.492510135266052,1.2382669261136954,1.3181797014313639,193,3.42,0.167,1,2,0,4,2,4,4,1,1,4
194,South Alabama,-3.6567077301603916,100.8,104.5,68.9,24,-1.34,-0.28958846627004897,0.8994037714836433,8.994037714836432,-3.0251828201325996,-7.354792849104669,29.863194481469293,1.170463461460908,1.3016774204938424,194,-4.21,0.5,0,1,0,0,5,4,8,6,0,1
195,Appalachian St.,-2.1135207131137292,98.5,100.6,67.4,24,-5.92,0.47580991086078384,0.8711634571050371,8.711634571050372,-3.127247388177916,-6.631961152086003,25.13777995365176,1.3412011978692862,1.4835428199238785,195,-3.76,0.5,0,2,0,0,4,3,9,6,0,2
196,Seattle,-3.7370353021025835,96.6,100.3,72.1,19,-1.99,-0.21837941276282294,0.9086640420237522,9.086640420237522,-3.171831299268949,-7.512726223594457,22.002206631567823,1.4454448550860288,1.668184462875737,196,-3.66,0.385,0,1,0,2,4,4,4,4,1,3
197,Hawaii,-2.408089952022152,99.8,102.2,68.5,19,-4.99,0.322738755997231,0.8948145837573075,8.948145837573074,-3.2347389820891603,-6.583292747584203,32.02157438878911,1.1437276297569303,1.1622623666658511,197,-2.8,0.444,0,0,1,4,2,2,6,4,0,2
198,American,-1.003570660377875,99.2,100.2,68.4,10,-5.95,0.6183036674527657,0.8452137601775306,8.452137601775306,-3.269319069490235,-2.8431234185838106,32.433980081118605,1.0729548770258006,1.2410499695961377,198,1.81,0.333,0,0,0,2,3,4,1,0,0,4
199,Nicholls,-3.0793478226508597,98.0,101.1,74.3,24,-4.1,0.1275815221686425,0.9193559034753194,9.193559034753193,-3.3620359802113184,-3.7362107054934484,32.22424921938701,1.1105669045846793,1.1966705409559273,199,-8.02,0.615,0,2,0,1,0,3,17,1,0,3
200,Montana,-4.663600317218197,96.5,101.2,68.1,23,0.16,-0.6029500396522747,0.8482028774906717,8.482028774906716,-3.3640043800622967,-7.522226238524517,29.62794817542334,1.1155286275435436,1.4194563026550624,200,-2.64,0.4,0,2,0,3,3,4,7,4,0,3
201,Campbell,-1.8136662288346201,102.4,104.2,65.3,25,-8.73,0.8645417213956725,0.7905406543965717,7.905406543965717,-3.475290745819917,-5.403160332957452,22.382364791504525,1.3814525531686601,1.730886443245537,201,-5.31,0.5,0,1,0,3,3,3,12,3,0,4
202,Monmouth,-2.932274912694055,97.3,100.2,76.4,20,-4.99,0.25721563591324315,0.9037128284833764,9.037128284833765,-3.572693806962512,-5.1457384177435905,29.237988702113093,1.2077909314186248,1.298240666738727,202,-5.45,0.5,0,0,0,2,0,2,12,4,0,0
203,Morgan St.,-0.6843424871467505,99.5,100.2,74.3,19,-14.85,1.7707071891066561,0.4922354283285937,4.922354283285937,-3.599121864972143,-4.222708266379318,28.043679969008036,1.1544795533578767,1.5055470151692831,203,-7.78,0.75,0,0,2,0,2,2,8,5,0,0
