Team,Seed,Count,P(Seed),P(Seed | In)
Oregon,11,0,0.0,0.0
Oregon,12,0,0.0,0.0
Oregon,13,0,0.0,0.0
Oregon,14,0,0.0,0.0
Oregon,15,0,0.0,0.0
Oregon,16,0,0.0,0.0
San Francisco,1,0,0.0,0.0
San Francisco,2,0,0.0,0.0
San Francisco,3,0,0.0,0.0
San Francisco,4,0,0.0,0.0
San Francisco,5,0,0.0,0.0
San Francisco,6,0,0.0,0.0
San Francisco,7,0,0.0,0.0
San Francisco,8,0,0.0,0.0
San Francisco,9,0,0.0,0.0
San Francisco,10,0,0.0,0.0
San Francisco,11,0,0.0,0.0
San Francisco,12,0,0.0,0.0
San Francisco,13,5,0.0025,0.8333333333333334
San Francisco,14,1,0.0005,0.16666666666666666
San Francisco,15,0,0.0,0.0
San Francisco,16,0,0.0,0.0
Kansas St.,1,0,0.0,0.0
Kansas St.,2,0,0.0,0.0
Kansas St.,3,0,0.0,0.0
Kansas St.,4,0,0.0,0.0
Kansas St.,5,0,0.0,0.0
Kansas St.,6,0,0.0,0.0
Kansas St.,7,0,0.0,0.0
Kansas St.,8,0,0.0,0.0
Kansas St.,9,0,0.0,0.0
Kansas St.,10,0,0.0,0.0
Kansas St.,11,0,0.0,0.0
Kansas St.,12,0,0.0,0.0
Kansas St.,13,0,0.0,0.0
Kansas St.,14,0,0.0,0.0
Kansas St.,15,0,0.0,0.0
Kansas St.,16,0,0.0,0.0
Utah,1,0,0.0,0.0
Utah,2,0,0.0,0.0
Utah,3,0,0.0,0.0
Utah,4,0,0.0,0.0
Utah,5,0,0.0,0.0
Utah,6,0,0.0,0.0
Utah,7,0,0.0,0.0
Utah,8,0,0.0,0.0
Utah,9,0,0.0,0.0
Utah,10,0,0.0,0.0
Utah,11,0,0.0,0.0
Utah,12,0,0.0,0.0
Utah,13,0,0.0,0.0
Utah,14,0,0.0,0.0
Utah,15,0,0.0,0.0
Utah,16,0,0.0,0.0
Northern Iowa,1,0,0.0,0.0
Northern Iowa,2,0,0.0,0.0
Northern Iowa,3,0,0.0,0.0
Northern Iowa,4,0,0.0,0.0
Northern Iowa,5,0,0.0,0.0
Northern Iowa,6,0,0.0,0.0
Northern Iowa,7,0,0.0,0.0
Northern Iowa,8,0,0.0,0.0
Northern Iowa,9,0,0.0,0.0
Northern Iowa,10,0,0.0,0.0
Northern Iowa,11,0,0.0,0.0
Northern Iowa,12,8,0.004,0.05673758865248227
Northern Iowa,13,118,0.059,0.8368794326241135
Northern Iowa,14,15,0.0075,0.10638297872340426
Northern Iowa,15,0,0.0,0.0
Northern Iowa,16,0,0.0,0.0
Wyoming,1,0,0.0,0.0
Wyoming,2,0,0.0,0.0
Wyoming,3,0,0.0,0.0
Wyoming,4,0,0.0,0.0
Wyoming,5,0,0.0,0.0
Wyoming,6,0,0.0,0.0
Wyoming,7,0,0.0,0.0
Wyoming,8,0,0.0,0.0
Wyoming,9,0,0.0,0.0
Wyoming,10,0,0.0,0.0
Wyoming,11,0,0.0,0.0
Wyoming,12,0,0.0,0.0
Wyoming,13,3,0.0015,0.6
Wyoming,14,2,0.001,0.4
Wyoming,15,0,0.0,0.0
Wyoming,16,0,0.0,0.0
Mississippi St.,1,0,0.0,0.0
Mississippi St.,2,0,0.0,0.0
Mississippi St.,3,0,0.0,0.0
Mississippi St.,4,0,0.0,0.0
Mississippi St.,5,0,0.0,0.0
Mississippi St.,6,0,0.0,0.0
Mississippi St.,7,0,0.0,0.0
Mississippi St.,8,0,0.0,0.0
Mississippi St.,9,0,0.0,0.0
Mississippi St.,10,0,0.0,0.0
Mississippi St.,11,0,0.0,0.0
Mississippi St.,12,0,0.0,0.0
Mississippi St.,13,0,0.0,0.0
Mississippi St.,14,0,0.0,0.0
Mississippi St.,15,0,0.0,0.0
Mississippi St.,16,0,0.0,0.0
East Tennessee St.,1,0,0.0,0.0
East Tennessee St.,2,0,0.0,0.0
East Tennessee St.,3,0,0.0,0.0
East Tennessee St.,4,0,0.0,0.0
East Tennessee St.,5,0,0.0,0.0
East Tennessee St.,6,0,0.0,0.0
East Tennessee St.,7,0,0.0,0.0
East Tennessee St.,8,0,0.0,0.0
East Tennessee St.,9,0,0.0,0.0
East Tennessee St.,10,0,0.0,0.0
East Tennessee St.,11,0,0.0,0.0
East Tennessee St.,12,0,0.0,0.0
East Tennessee St.,13,30,0.015,0.038510911424903725
East Tennessee St.,14,580,0.29,0.7445442875481386
East Tennessee St.,15,169,0.0845,0.21694480102695765
East Tennessee St.,16,0,0.0,0.0
Pittsburgh,1,0,0.0,0.0
Pittsburgh,2,0,0.0,0.0
Pittsburgh,3,0,0.0,0.0
Pittsburgh,4,0,0.0,0.0
Pittsburgh,5,0,0.0,0.0
Pittsburgh,6,0,0.0,0.0
Pittsburgh,7,0,0.0,0.0
Pittsburgh,8,0,0.0,0.0
Pittsburgh,9,0,0.0,0.0
Pittsburgh,10,0,0.0,0.0
Pittsburgh,11,0,0.0,0.0
Pittsburgh,12,0,0.0,0.0
Pittsburgh,13,0,0.0,0.0
Pittsburgh,14,0,0.0,0.0
Pittsburgh,15,0,0.0,0.0
Pittsburgh,16,0,0.0,0.0
UC Irvine,1,0,0.0,0.0
UC Irvine,2,0,0.0,0.0
UC Irvine,3,0,0.0,0.0
UC Irvine,4,0,0.0,0.0
UC Irvine,5,0,0.0,0.0
UC Irvine,6,0,0.0,0.0
UC Irvine,7,0,0.0,0.0
UC Irvine,8,0,0.0,0.0
UC Irvine,9,0,0.0,0.0
UC Irvine,10,0,0.0,0.0
UC Irvine,11,0,0.0,0.0
UC Irvine,12,5,0.0025,0.008605851979345954
UC Irvine,13,373,0.1865,0.6419965576592083
UC Irvine,14,203,0.1015,0.3493975903614458
UC Irvine,15,0,0.0,0.0
UC Irvine,16,0,0.0,0.0
St. Thomas,1,0,0.0,0.0
St. Thomas,2,0,0.0,0.0
St. Thomas,3,0,0.0,0.0
St. Thomas,4,0,0.0,0.0
St. Thomas,5,0,0.0,0.0
St. Thomas,6,0,0.0,0.0
St. Thomas,7,0,0.0,0.0
St. Thomas,8,0,0.0,0.0
St. Thomas,9,0,0.0,0.0
St. Thomas,10,0,0.0,0.0
St. Thomas,11,1,0.0005,0.0009900990099009901
St. Thomas,12,365,0.1825,0.3613861386138614
St. Thomas,13,644,0.322,0.6376237623762376
St. Thomas,14,0,0.0,0.0
St. Thomas,15,0,0.0,0.0
St. Thomas,16,0,0.0,0.0
UNC Wilmington,1,0,0.0,0.0
UNC Wilmington,2,0,0.0,0.0
UNC Wilmington,3,0,0.0,0.0
UNC Wilmington,4,0,0.0,0.0
UNC Wilmington,5,0,0.0,0.0
UNC Wilmington,6,0,0.0,0.0
UNC Wilmington,7,0,0.0,0.0
UNC Wilmington,8,0,0.0,0.0
UNC Wilmington,9,0,0.0,0.0
UNC Wilmington,10,0,0.0,0.0
UNC Wilmington,11,0,0.0,0.0
UNC Wilmington,12,63,0.0315,0.08388814913448735
UNC Wilmington,13,660,0.33,0.8788282290279628
UNC Wilmington,14,28,0.014,0.037283621837549935
UNC Wilmington,15,0,0.0,0.0
UNC Wilmington,16,0,0.0,0.0
Sam Houston St.,1,0,0.0,0.0
Sam Houston St.,2,0,0.0,0.0
Sam Houston St.,3,0,0.0,0.0
Sam Houston St.,4,0,0.0,0.0
Sam Houston St.,5,0,0.0,0.0
Sam Houston St.,6,0,0.0,0.0
Sam Houston St.,7,0,0.0,0.0
Sam Houston St.,8,0,0.0,0.0
Sam Houston St.,9,0,0.0,0.0
Sam Houston St.,10,0,0.0,0.0
Sam Houston St.,11,0,0.0,0.0
Sam Houston St.,12,9,0.0045,0.018556701030927835
Sam Houston St.,13,384,0.192,0.7917525773195876
Sam Houston St.,14,92,0.046,0.18969072164948453
Sam Houston St.,15,0,0.0,0.0
Sam Houston St.,16,0,0.0,0.0
Memphis,1,0,0.0,0.0
Memphis,2,0,0.0,0.0
Memphis,3,0,0.0,0.0
Memphis,4,0,0.0,0.0
Memphis,5,0,0.0,0.0
Memphis,6,0,0.0,0.0
Memphis,7,0,0.0,0.0
Memphis,8,0,0.0,0.0
Memphis,9,0,0.0,0.0
Memphis,10,0,0.0,0.0
Memphis,11,0,0.0,0.0
Memphis,12,0,0.0,0.0
Memphis,13,37,0.0185,0.7708333333333334
Memphis,14,11,0.0055,0.22916666666666666
Memphis,15,0,0.0,0.0
Memphis,16,0,0.0,0.0
Florida St.,1,0,0.0,0.0
Florida St.,2,0,0.0,0.0
Florida St.,3,0,0.0,0.0
Florida St.,4,0,0.0,0.0
Florida St.,5,0,0.0,0.0
Florida St.,6,0,0.0,0.0
Florida St.,7,0,0.0,0.0
Florida St.,8,0,0.0,0.0
Florida St.,9,0,0.0,0.0
Florida St.,10,0,0.0,0.0
Florida St.,11,0,0.0,0.0
Florida St.,12,0,0.0,0.0
Florida St.,13,0,0.0,0.0
Florida St.,14,0,0.0,0.0
Florida St.,15,0,0.0,0.0
Florida St.,16,0,0.0,0.0
UC San Diego,1,0,0.0,0.0
UC San Diego,2,0,0.0,0.0
UC San Diego,3,0,0.0,0.0
UC San Diego,4,0,0.0,0.0
UC San Diego,5,0,0.0,0.0
UC San Diego,6,0,0.0,0.0
UC San Diego,7,0,0.0,0.0
UC San Diego,8,0,0.0,0.0
UC San Diego,9,0,0.0,0.0
UC San Diego,10,0,0.0,0.0
UC San Diego,11,0,0.0,0.0
UC San Diego,12,0,0.0,0.0
UC San Diego,13,0,0.0,0.0
UC San Diego,14,0,0.0,0.0
UC San Diego,15,0,0.0,0.0
UC San Diego,16,0,0.0,0.0
Pacific,1,0,0.0,0.0
Pacific,2,0,0.0,0.0
Pacific,3,0,0.0,0.0
Pacific,4,0,0.0,0.0
Pacific,5,0,0.0,0.0
Pacific,6,0,0.0,0.0
Pacific,7,0,0.0,0.0
Pacific,8,0,0.0,0.0
Pacific,9,0,0.0,0.0
Pacific,10,0,0.0,0.0
Pacific,11,0,0.0,0.0
Pacific,12,1,0.0005,0.2
Pacific,13,3,0.0015,0.6
Pacific,14,1,0.0005,0.2
Pacific,15,0,0.0,0.0
Pacific,16,0,0.0,0.0
Utah Valley,1,0,0.0,0.0
Utah Valley,2,0,0.0,0.0
Utah Valley,3,0,0.0,0.0
Utah Valley,4,0,0.0,0.0
Utah Valley,5,0,0.0,0.0
Utah Valley,6,0,0.0,0.0
Utah Valley,7,0,0.0,0.0
Utah Valley,8,0,0.0,0.0
Utah Valley,9,0,0.0,0.0
Utah Valley,10,0,0.0,0.0
Utah Valley,11,0,0.0,0.0
Utah Valley,12,2,0.001,0.0030211480362537764
Utah Valley,13,272,0.136,0.4108761329305136
Utah Valley,14,388,0.194,0.5861027190332326
Utah Valley,15,0,0.0,0.0
Utah Valley,16,0,0.0,0.0
UNLV,1,0,0.0,0.0
UNLV,2,0,0.0,0.0
UNLV,3,0,0.0,0.0
UNLV,4,0,0.0,0.0
UNLV,5,0,0.0,0.0
UNLV,6,0,0.0,0.0
UNLV,7,0,0.0,0.0
UNLV,8,0,0.0,0.0
UNLV,9,0,0.0,0.0
UNLV,10,0,0.0,0.0
UNLV,11,0,0.0,0.0
UNLV,12,0,0.0,0.0
UNLV,13,3,0.0015,0.42857142857142855
UNLV,14,4,0.002,0.5714285714285714
UNLV,15,0,0.0,0.0
UNLV,16,0,0.0,0.0
Seattle,1,0,0.0,0.0
Seattle,2,0,0.0,0.0
Seattle,3,0,0.0,0.0
Seattle,4,0,0.0,0.0
Seattle,5,0,0.0,0.0
Seattle,6,0,0.0,0.0
Seattle,7,0,0.0,0.0
Seattle,8,0,0.0,0.0
Seattle,9,0,0.0,0.0
Seattle,10,0,0.0,0.0
Seattle,11,0,0.0,0.0
Seattle,12,1,0.0005,0.05555555555555555
Seattle,13,8,0.004,0.4444444444444444
Seattle,14,9,0.0045,0.5
Seattle,15,0,0.0,0.0
Seattle,16,0,0.0,0.0
Richmond,1,0,0.0,0.0
Richmond,2,0,0.0,0.0
Richmond,3,0,0.0,0.0
Richmond,4,0,0.0,0.0
Richmond,5,0,0.0,0.0
Richmond,6,0,0.0,0.0
Richmond,7,0,0.0,0.0
Richmond,8,0,0.0,0.0
Richmond,9,0,0.0,0.0
Richmond,10,0,0.0,0.0
Richmond,11,0,0.0,0.0
Richmond,12,0,0.0,0.0
Richmond,13,0,0.0,0.0
Richmond,14,13,0.0065,0.8125
Richmond,15,3,0.0015,0.1875
Richmond,16,0,0.0,0.0
William & Mary,1,0,0.0,0.0
William & Mary,2,0,0.0,0.0
William & Mary,3,0,0.0,0.0
William & Mary,4,0,0.0,0.0
William & Mary,5,0,0.0,0.0
William & Mary,6,0,0.0,0.0
William & Mary,7,0,0.0,0.0
William & Mary,8,0,0.0,0.0
William & Mary,9,0,0.0,0.0
William & Mary,10,0,0.0,0.0
William & Mary,11,0,0.0,0.0
William & Mary,12,10,0.005,0.019880715705765408
William & Mary,13,424,0.212,0.8429423459244533
William & Mary,14,69,0.0345,0.13717693836978131
William & Mary,15,0,0.0,0.0
William & Mary,16,0,0.0,0.0
Troy,1,0,0.0,0.0
Troy,2,0,0.0,0.0
Troy,3,0,0.0,0.0
Troy,4,0,0.0,0.0
Troy,5,0,0.0,0.0
Troy,6,0,0.0,0.0
Troy,7,0,0.0,0.0
Troy,8,0,0.0,0.0
Troy,9,0,0.0,0.0
Troy,10,0,0.0,0.0
Troy,11,0,0.0,0.0
Troy,12,1,0.0005,0.0011363636363636363
Troy,13,352,0.176,0.4
Troy,14,527,0.2635,0.5988636363636364
Troy,15,0,0.0,0.0
Troy,16,0,0.0,0.0
UAB,1,0,0.0,0.0
UAB,2,0,0.0,0.0
UAB,3,0,0.0,0.0
UAB,4,0,0.0,0.0
UAB,5,0,0.0,0.0
UAB,6,0,0.0,0.0
UAB,7,0,0.0,0.0
UAB,8,0,0.0,0.0
UAB,9,0,0.0,0.0
UAB,10,0,0.0,0.0
UAB,11,0,0.0,0.0
UAB,12,0,0.0,0.0
UAB,13,12,0.006,0.20689655172413793
UAB,14,43,0.0215,0.7413793103448276
UAB,15,3,0.0015,0.05172413793103448
UAB,16,0,0.0,0.0
Hofstra,1,0,0.0,0.0
Hofstra,2,0,0.0,0.0
Hofstra,3,0,0.0,0.0
Hofstra,4,0,0.0,0.0
Hofstra,5,0,0.0,0.0
Hofstra,6,0,0.0,0.0
Hofstra,7,0,0.0,0.0
Hofstra,8,0,0.0,0.0
Hofstra,9,0,0.0,0.0
Hofstra,10,0,0.0,0.0
Hofstra,11,0,0.0,0.0
Hofstra,12,0,0.0,0.0
Hofstra,13,1,0.0005,0.0022522522522522522
Hofstra,14,183,0.0915,0.41216216216216217
Hofstra,15,260,0.13,0.5855855855855856
Hofstra,16,0,0.0,0.0
North Dakota St.,1,0,0.0,0.0
North Dakota St.,2,0,0.0,0.0
North Dakota St.,3,0,0.0,0.0
North Dakota St.,4,0,0.0,0.0
North Dakota St.,5,0,0.0,0.0
North Dakota St.,6,0,0.0,0.0
North Dakota St.,7,0,0.0,0.0
North Dakota St.,8,0,0.0,0.0
North Dakota St.,9,0,0.0,0.0
North Dakota St.,10,0,0.0,0.0
North Dakota St.,11,0,0.0,0.0
North Dakota St.,12,0,0.0,0.0
North Dakota St.,13,154,0.077,0.358974358974359
North Dakota St.,14,275,0.1375,0.6410256410256411
North Dakota St.,15,0,0.0,0.0
North Dakota St.,16,0,0.0,0.0
Georgia Tech,1,0,0.0,0.0
Georgia Tech,2,0,0.0,0.0
Georgia Tech,3,0,0.0,0.0
Georgia Tech,4,0,0.0,0.0
Georgia Tech,5,0,0.0,0.0
Georgia Tech,6,0,0.0,0.0
Georgia Tech,7,0,0.0,0.0
Georgia Tech,8,0,0.0,0.0
Georgia Tech,9,0,0.0,0.0
Georgia Tech,10,0,0.0,0.0
Georgia Tech,11,0,0.0,0.0
Georgia Tech,12,0,0.0,0.0
Georgia Tech,13,0,0.0,0.0
Georgia Tech,14,0,0.0,0.0
Georgia Tech,15,0,0.0,0.0
Georgia Tech,16,0,0.0,0.0
Penn St.,1,0,0.0,0.0
Penn St.,2,0,0.0,0.0
Penn St.,3,0,0.0,0.0
Penn St.,4,0,0.0,0.0
Penn St.,5,0,0.0,0.0
Penn St.,6,0,0.0,0.0
Penn St.,7,0,0.0,0.0
Penn St.,8,0,0.0,0.0
Penn St.,9,0,0.0,0.0
Penn St.,10,0,0.0,0.0
Penn St.,11,0,0.0,0.0
Penn St.,12,0,0.0,0.0
Penn St.,13,0,0.0,0.0
Penn St.,14,0,0.0,0.0
Penn St.,15,0,0.0,0.0
Penn St.,16,0,0.0,0.0
Montana St.,1,0,0.0,0.0
Montana St.,2,0,0.0,0.0
Montana St.,3,0,0.0,0.0
Montana St.,4,0,0.0,0.0
Montana St.,5,0,0.0,0.0
Montana St.,6,0,0.0,0.0
Montana St.,7,0,0.0,0.0
Montana St.,8,0,0.0,0.0
Montana St.,9,0,0.0,0.0
Montana St.,10,0,0.0,0.0
Montana St.,11,0,0.0,0.0
Montana St.,12,0,0.0,0.0
Montana St.,13,7,0.0035,0.012962962962962963
Montana St.,14,252,0.126,0.4666666666666667
Montana St.,15,281,0.1405,0.5203703703703704
Montana St.,16,0,0.0,0.0
Cal Baptist,1,0,0.0,0.0
Cal Baptist,2,0,0.0,0.0
Cal Baptist,3,0,0.0,0.0
Cal Baptist,4,0,0.0,0.0
Cal Baptist,5,0,0.0,0.0
Cal Baptist,6,0,0.0,0.0
Cal Baptist,7,0,0.0,0.0
Cal Baptist,8,0,0.0,0.0
Cal Baptist,9,0,0.0,0.0
Cal Baptist,10,0,0.0,0.0
Cal Baptist,11,0,0.0,0.0
Cal Baptist,12,33,0.0165,0.04182509505703422
Cal Baptist,13,673,0.3365,0.85297845373891
Cal Baptist,14,83,0.0415,0.10519645120405577
Cal Baptist,15,0,0.0,0.0
Cal Baptist,16,0,0.0,0.0
Boston College,1,0,0.0,0.0
Boston College,2,0,0.0,0.0
Boston College,3,0,0.0,0.0
Boston College,4,0,0.0,0.0
Boston College,5,0,0.0,0.0
Boston College,6,0,0.0,0.0
Boston College,7,0,0.0,0.0
Boston College,8,0,0.0,0.0
Boston College,9,0,0.0,0.0
Boston College,10,0,0.0,0.0
Boston College,11,0,0.0,0.0
Boston College,12,0,0.0,0.0
Boston College,13,0,0.0,0.0
Boston College,14,0,0.0,0.0
Boston College,15,0,0.0,0.0
Boston College,16,0,0.0,0.0
Bowling Green,1,0,0.0,0.0
Bowling Green,2,0,0.0,0.0
Bowling Green,3,0,0.0,0.0
Bowling Green,4,0,0.0,0.0
Bowling Green,5,0,0.0,0.0
Bowling Green,6,0,0.0,0.0
Bowling Green,7,0,0.0,0.0
Bowling Green,8,0,0.0,0.0
Bowling Green,9,0,0.0,0.0
Bowling Green,10,0,0.0,0.0
Bowling Green,11,0,0.0,0.0
Bowling Green,12,0,0.0,0.0
Bowling Green,13,50,0.025,0.34965034965034963
Bowling Green,14,93,0.0465,0.6503496503496503
Bowling Green,15,0,0.0,0.0
Bowling Green,16,0,0.0,0.0
Davidson,1,0,0.0,0.0
Davidson,2,0,0.0,0.0
Davidson,3,0,0.0,0.0
Davidson,4,0,0.0,0.0
Davidson,5,0,0.0,0.0
Davidson,6,0,0.0,0.0
Davidson,7,0,0.0,0.0
Davidson,8,0,0.0,0.0
Davidson,9,0,0.0,0.0
Davidson,10,0,0.0,0.0
Davidson,11,0,0.0,0.0
Davidson,12,0,0.0,0.0
Davidson,13,4,0.002,0.8
Davidson,14,1,0.0005,0.2
Davidson,15,0,0.0,0.0
Davidson,16,0,0.0,0.0
Illinois Chicago,1,0,0.0,0.0
Illinois Chicago,2,0,0.0,0.0
Illinois Chicago,3,0,0.0,0.0
Illinois Chicago,4,0,0.0,0.0
Illinois Chicago,5,0,0.0,0.0
Illinois Chicago,6,0,0.0,0.0
Illinois Chicago,7,0,0.0,0.0
Illinois Chicago,8,0,0.0,0.0
Illinois Chicago,9,0,0.0,0.0
Illinois Chicago,10,0,0.0,0.0
Illinois Chicago,11,0,0.0,0.0
Illinois Chicago,12,0,0.0,0.0
Illinois Chicago,13,2,0.001,0.028169014084507043
Illinois Chicago,14,23,0.0115,0.323943661971831
Illinois Chicago,15,46,0.023,0.647887323943662
Illinois Chicago,16,0,0.0,0.0
Washington St.,1,0,0.0,0.0
Washington St.,2,0,0.0,0.0
Washington St.,3,0,0.0,0.0
Washington St.,4,0,0.0,0.0
Washington St.,5,0,0.0,0.0
Washington St.,6,0,0.0,0.0
Washington St.,7,0,0.0,0.0
Washington St.,8,0,0.0,0.0
Washington St.,9,0,0.0,0.0
Washington St.,10,0,0.0,0.0
Washington St.,11,0,0.0,0.0
Washington St.,12,0,0.0,0.0
Washington St.,13,0,0.0,0.0
Washington St.,14,1,0.0005,0.14285714285714285
Washington St.,15,6,0.003,0.8571428571428571
Washington St.,16,0,0.0,0.0
Rhode Island,1,0,0.0,0.0
Rhode Island,2,0,0.0,0.0
Rhode Island,3,0,0.0,0.0
Rhode Island,4,0,0.0,0.0
Rhode Island,5,0,0.0,0.0
Rhode Island,6,0,0.0,0.0
Rhode Island,7,0,0.0,0.0
Rhode Island,8,0,0.0,0.0
Rhode Island,9,0,0.0,0.0
Rhode Island,10,0,0.0,0.0
Rhode Island,11,0,0.0,0.0
Rhode Island,12,0,0.0,0.0
Rhode Island,13,0,0.0,0.0
Rhode Island,14,3,0.0015,1.0
Rhode Island,15,0,0.0,0.0
Rhode Island,16,0,0.0,0.0
Portland St.,1,0,0.0,0.0
Portland St.,2,0,0.0,0.0
Portland St.,3,0,0.0,0.0
Portland St.,4,0,0.0,0.0
Portland St.,5,0,0.0,0.0
Portland St.,6,0,0.0,0.0
Portland St.,7,0,0.0,0.0
Portland St.,8,0,0.0,0.0
Portland St.,9,0,0.0,0.0
Portland St.,10,0,0.0,0.0
Portland St.,11,0,0.0,0.0
Portland St.,12,6,0.003,0.008415147265077139
Portland St.,13,440,0.22,0.6171107994389902
Portland St.,14,267,0.1335,0.3744740532959327
Portland St.,15,0,0.0,0.0
Portland St.,16,0,0.0,0.0
Middle Tennessee,1,0,0.0,0.0
Middle Tennessee,2,0,0.0,0.0
Middle Tennessee,3,0,0.0,0.0
Middle Tennessee,4,0,0.0,0.0
Middle Tennessee,5,0,0.0,0.0
Middle Tennessee,6,0,0.0,0.0
Middle Tennessee,7,0,0.0,0.0
Middle Tennessee,8,0,0.0,0.0
Middle Tennessee,9,0,0.0,0.0
Middle Tennessee,10,0,0.0,0.0
Middle Tennessee,11,0,0.0,0.0
Middle Tennessee,12,0,0.0,0.0
Middle Tennessee,13,9,0.0045,0.0410958904109589
Middle Tennessee,14,179,0.0895,0.817351598173516
Middle Tennessee,15,31,0.0155,0.1415525114155251
Middle Tennessee,16,0,0.0,0.0
Wright St.,1,0,0.0,0.0
Wright St.,2,0,0.0,0.0
Wright St.,3,0,0.0,0.0
Wright St.,4,0,0.0,0.0
Wright St.,5,0,0.0,0.0
Wright St.,6,0,0.0,0.0
Wright St.,7,0,0.0,0.0
Wright St.,8,0,0.0,0.0
Wright St.,9,0,0.0,0.0
Wright St.,10,0,0.0,0.0
Wright St.,11,0,0.0,0.0
Wright St.,12,0,0.0,0.0
Wright St.,13,1,0.0005,0.0015923566878980893
Wright St.,14,67,0.0335,0.10668789808917198
Wright St.,15,522,0.261,0.8312101910828026
Wright St.,16,38,0.019,0.06050955414012739
Kennesaw St.,1,0,0.0,0.0
Kennesaw St.,2,0,0.0,0.0
Kennesaw St.,3,0,0.0,0.0
Kennesaw St.,4,0,0.0,0.0
Kennesaw St.,5,0,0.0,0.0
Kennesaw St.,6,0,0.0,0.0
Kennesaw St.,7,0,0.0,0.0
Kennesaw St.,8,0,0.0,0.0
Kennesaw St.,9,0,0.0,0.0
Kennesaw St.,10,0,0.0,0.0
Kennesaw St.,11,0,0.0,0.0
Kennesaw St.,12,0,0.0,0.0
Kennesaw St.,13,0,0.0,0.0
Kennesaw St.,14,6,0.003,0.03488372093023256
Kennesaw St.,15,138,0.069,0.8023255813953488
Kennesaw St.,16,28,0.014,0.16279069767441862
Southern Illinois,1,0,0.0,0.0
Southern Illinois,2,0,0.0,0.0
Southern Illinois,3,0,0.0,0.0
Southern Illinois,4,0,0.0,0.0
Southern Illinois,5,0,0.0,0.0
Southern Illinois,6,0,0.0,0.0
Southern Illinois,7,0,0.0,0.0
Southern Illinois,8,0,0.0,0.0
Southern Illinois,9,0,0.0,0.0
Southern Illinois,10,0,0.0,0.0
Southern Illinois,11,0,0.0,0.0
Southern Illinois,12,0,0.0,0.0
Southern Illinois,13,1,0.0005,0.01639344262295082
Southern Illinois,14,24,0.012,0.39344262295081966
Southern Illinois,15,36,0.018,0.5901639344262295
Southern Illinois,16,0,0.0,0.0
Winthrop,1,0,0.0,0.0
Winthrop,2,0,0.0,0.0
Winthrop,3,0,0.0,0.0
Winthrop,4,0,0.0,0.0
Winthrop,5,0,0.0,0.0
Winthrop,6,0,0.0,0.0
Winthrop,7,0,0.0,0.0
Winthrop,8,0,0.0,0.0
Winthrop,9,0,0.0,0.0
Winthrop,10,0,0.0,0.0
Winthrop,11,0,0.0,0.0
Winthrop,12,0,0.0,0.0
Winthrop,13,4,0.002,0.012618296529968454
Winthrop,14,184,0.092,0.580441640378549
Winthrop,15,129,0.0645,0.4069400630914827
Winthrop,16,0,0.0,0.0
North Texas,1,0,0.0,0.0
North Texas,2,0,0.0,0.0
North Texas,3,0,0.0,0.0
North Texas,4,0,0.0,0.0
North Texas,5,0,0.0,0.0
North Texas,6,0,0.0,0.0
North Texas,7,0,0.0,0.0
North Texas,8,0,0.0,0.0
North Texas,9,0,0.0,0.0
North Texas,10,0,0.0,0.0
North Texas,11,0,0.0,0.0
North Texas,12,0,0.0,0.0
North Texas,13,5,0.0025,0.18518518518518517
North Texas,14,21,0.0105,0.7777777777777778
North Texas,15,1,0.0005,0.037037037037037035
North Texas,16,0,0.0,0.0
Bradley,1,0,0.0,0.0
Bradley,2,0,0.0,0.0
Bradley,3,0,0.0,0.0
Bradley,4,0,0.0,0.0
Bradley,5,0,0.0,0.0
Bradley,6,0,0.0,0.0
Bradley,7,0,0.0,0.0
Bradley,8,0,0.0,0.0
Bradley,9,0,0.0,0.0
Bradley,10,0,0.0,0.0
Bradley,11,0,0.0,0.0
Bradley,12,0,0.0,0.0
Bradley,13,0,0.0,0.0
Bradley,14,12,0.006,0.5454545454545454
Bradley,15,10,0.005,0.45454545454545453
Bradley,16,0,0.0,0.0
Rutgers,1,0,0.0,0.0
Rutgers,2,0,0.0,0.0
Rutgers,3,0,0.0,0.0
Rutgers,4,0,0.0,0.0
Rutgers,5,0,0.0,0.0
Rutgers,6,0,0.0,0.0
Rutgers,7,0,0.0,0.0
Rutgers,8,0,0.0,0.0
Rutgers,9,0,0.0,0.0
Rutgers,10,0,0.0,0.0
Rutgers,11,0,0.0,0.0
Rutgers,12,0,0.0,0.0
Rutgers,13,0,0.0,0.0
Rutgers,14,0,0.0,0.0
Rutgers,15,0,0.0,0.0
Rutgers,16,0,0.0,0.0
Marquette,1,0,0.0,0.0
Marquette,2,0,0.0,0.0
Marquette,3,0,0.0,0.0
Marquette,4,0,0.0,0.0
Marquette,5,0,0.0,0.0
Marquette,6,0,0.0,0.0
Marquette,7,0,0.0,0.0
Marquette,8,0,0.0,0.0
Marquette,9,0,0.0,0.0
Marquette,10,0,0.0,0.0
Marquette,11,0,0.0,0.0
Marquette,12,0,0.0,0.0
Marquette,13,0,0.0,0.0
Marquette,14,0,0.0,0.0
Marquette,15,0,0.0,0.0
Marquette,16,0,0.0,0.0
UC Santa Barbara,1,0,0.0,0.0
UC Santa Barbara,2,0,0.0,0.0
UC Santa Barbara,3,0,0.0,0.0
UC Santa Barbara,4,0,0.0,0.0
