Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM,WAB,Consistency,Volatility_z,Swing_z,Rank,SOS,Road_Pct,Q1_W,Q1_L,Q2_W,Q2_L,Q3_W,Q3_L,Q4_W,Q4_L,T100_W,T100_L
103,Saint Louis,6.720584626046403,108.2,101.5,68.6,32,3.61,0.38882307825580037,0.8851129083521134,8.851129083521133,6.0466207315831,-6.701940673147707,26.26388786926607,1.2937761916094306,1.4434627292122504,103,2.8,0.267,0,3,1,7,7,5,9,0,2,9
104,Akron,6.0694750500714605,111.5,105.4,73.6,30,5.84,0.02868438125893258,0.9296923706150615,9.296923706150615,6.0151855069781535,-1.6404908487739789,32.109238244116966,1.1241614763056753,1.1847861891796891,104,-4.5,0.571,0,2,0,1,6,3,18,0,0,3
105,Oregon St.,7.126785981158321,114.4,107.3,64.7,31,-1.0,1.01584824764479,0.7504900555298597,7.5049005552985975,5.542813038929929,-3.8545245434792754,20.19527250229379,1.5798385735267102,1.6847709095238073,105,1.61,0.385,1,7,2,2,4,1,12,2,3,9
106,DePaul,4.130438850245426,107.7,103.6,68.1,32,10.65,-0.8149451437193218,0.8025933383658936,8.025933383658936,5.437730374894382,-6.686775568166954,23.531518059179966,1.454595182733107,1.4841474739213771,106,8.66,0.214,0,13,3,4,3,2,7,0,4,18
107,California,4.038833691011618,107.5,103.5,69.7,33,11.11,-0.8838957886235477,0.7856929583446874,7.856929583446874,5.398643552618859,-7.901102027251362,31.524999151611848,1.047162569176828,1.3690279384405961,107,7.1,0.2,1,8,1,7,4,4,8,0,3,16
108,Cornell,6.793316302005536,114.8,108.0,72.4,27,0.1,0.836664537750692,0.7973806695059851,7.973806695059851,5.267282524600808,-6.842003787017493,20.68584244833378,1.5284606378773895,1.699353932665481,108,-2.81,0.571,0,2,1,2,5,4,10,3,0,3
109,N.C. State,3.3241819879500554,105.8,102.5,67.0,31,12.63,-1.1632272515062432,0.7068551941496751,7.068551941496751,5.052082173840469,-8.567792789092124,26.649922770950106,1.2160242716095415,1.536895119401012,109,7.26,0.0,0,8,2,8,2,3,8,0,4,14
110,Loyola Chicago,5.504224270174404,105.6,100.1,68.3,30,3.19,0.28927803377180056,0.8994458939770423,8.994458939770423,4.970425475641716,-4.628642114560272,21.750142013843835,1.4527562940657819,1.6869596351514253,110,0.39,0.333,0,1,0,7,8,3,11,0,2,6
111,Washington,2.9616163594147764,107.5,104.5,68.8,30,17.01,-1.7560479550731531,0.4977320324020167,4.977320324020167,4.960720486493901,-5.504940757837467,23.944020450692477,1.3715733579036506,1.5630823552096182,111,11.03,0.25,3,12,3,5,1,1,5,0,6,17
112,Chattanooga,5.562242379836135,113.7,108.1,68.0,31,0.92,0.5802802974795169,0.852529487037133,8.525294870371331,4.560947252813454,-3.579656951188074,28.199480338677557,1.214047485468952,1.383499017537749,112,-3.61,0.667,0,3,2,0,8,4,12,2,0,4
113,Syracuse,2.751605722998221,107.8,105.1,69.4,33,11.98,-1.1535492846252224,0.7098542064852144,7.098542064852143,4.385284694677299,-6.750920417937138,30.67166231395708,1.0788691355065285,1.3883841672100672,113,9.05,0.188,0,10,2,6,6,3,6,0,4,17
114,Utah Valley,5.633787274413308,105.9,100.2,69.7,30,-1.3,0.8667234093016635,0.7899982532839848,7.899982532839847,4.188488498699389,-3.3012810507665797,24.49848701173255,1.3514114155253785,1.5349037895170006,114,-3.65,0.562,0,0,0,2,8,5,14,1,1,3
115,Illinois St.,4.583808177994044,111.1,106.5,67.2,31,0.98,0.4504760222492555,0.875368762868037,8.75368762868037,3.790256360650582,-7.376161920589652,29.661062767840875,1.1715934977624483,1.3179074883168542,115,0.16,0.333,0,2,1,5,7,4,9,3,1,4
116,Middle Tennessee,5.305426374107469,106.5,101.2,70.3,31,-2.54,0.9806782967634337,0.7602375948639821,7.602375948639821,3.7603432203478437,-3.9315477649614756,33.569829112779786,1.0509779462180155,1.1845446399973416,116,1.75,0.562,0,2,2,4,9,5,9,0,2,4
117,North Alabama,5.367318285639868,110.4,105.0,68.0,30,-2.66,1.0034147857049835,0.7539660528778088,7.5396605287780885,3.755069960064839,-4.301911593085883,25.03484430439267,1.2880481880386974,1.58314569527826,117,-5.47,0.438,0,1,0,3,2,5,19,0,1,3
118,Louisiana Tech,4.961185948279422,106.6,101.7,66.1,29,-0.68,0.7051482435349277,0.8273951671846101,8.2739516718461,3.708973670952896,-6.379398542867637,21.35958890910473,1.4511447028573297,1.7384577673742305,118,-0.29,0.467,0,2,2,2,5,7,10,1,2,2
119,Northern Colorado,4.508595339379738,109.6,105.1,69.8,29,0.58,0.49107441742246727,0.8685716647523523,8.685716647523522,3.6031417889063593,-4.159652319368771,25.93329754229682,1.2817225904167462,1.4968494712914717,119,-3.37,0.6,0,2,1,1,4,5,15,1,0,2
120,CSUN,4.306278512949817,107.0,102.7,74.0,29,0.77,0.4420348141187271,0.8767435922266062,8.767435922266063,3.485357142238094,-4.28738932990824,24.071902020087677,1.2594187291515284,1.7549651961761148,120,-2.73,0.647,1,3,1,3,4,3,13,1,1,4
121,Florida Atlantic,3.8794708572046375,108.5,104.7,70.7,32,0.06,0.4774338571505797,0.8708898078616533,8.708898078616533,3.0623673741920667,-7.738198184468377,27.612918088205564,1.30687712835505,1.2973962583871264,121,2.14,0.4,0,3,1,6,5,5,11,1,2,9
122,St. Thomas,3.834096360052328,111.5,107.7,69.3,30,0.2,0.454262045006541,0.8747478680317015,8.747478680317014,3.013677031763912,-4.920304778925175,33.04220862659511,1.0339972739665826,1.2578317989922791,122,-4.19,0.412,0,1,1,4,6,4,13,1,0,2
123,Tulane,3.551006907848219,107.6,104.1,68.4,31,0.84,0.3388758634810274,0.8925144423932905,8.925144423932904,2.944969571329008,-8.14277877579402,23.3529786720112,1.3415820087796058,1.6829864083671895,123,-1.46,0.286,0,1,0,7,6,3,11,3,1,6
124,Duquesne,4.095253527169504,105.6,101.5,67.0,31,-1.59,0.710656690896188,0.8262119612374051,8.262119612374052,2.8988778568824136,-13.01256101377897,22.07642565479275,1.4645044538571463,1.6294804685266844,124,1.42,0.25,0,0,1,7,6,6,5,6,3,5
125,UC Santa Barbara,3.0232589246424197,107.3,104.3,67.6,32,2.36,0.08290736558030248,0.924186600725301,9.24186600725301,2.8746296141116607,-6.91961061886343,23.36273569349403,1.347533615861736,1.6709937583611427,125,-3.63,0.5,0,4,1,2,4,4,14,3,0,5
126,Robert Morris,4.151800462487913,106.4,102.3,69.4,32,-2.74,0.8614750578109891,0.7913013318446969,7.913013318446969,2.785456397893298,-3.7072379814948846,25.20575921728522,1.3736930779215564,1.4283014927970685,126,-5.27,0.571,0,1,1,0,8,4,15,3,0,1
127,Kennesaw St.,2.81318095005102,105.3,102.4,71.9,30,2.54,0.03414761875637751,0.9291548283858015,9.291548283858015,2.7485799328222833,-7.2090650263953755,25.76871943104116,1.2685891171024324,1.5368698448923492,127,1.42,0.333,1,3,2,2,6,8,7,1,2,4
128,Wofford,4.543752270352755,111.9,107.3,65.7,31,-5.91,1.3067190337940944,0.6603650557126444,6.603650557126444,2.707948406062934,-7.889918395325218,16.061623206519318,1.6926817854376197,2.1065449029752332,128,-2.38,0.556,0,1,3,2,5,10,9,1,0,2
129,Belmont,3.145494555500818,108.9,105.8,72.3,32,0.91,0.27943681943760224,0.9007731467582382,9.007731467582381,2.6544472838634587,-4.665511484810729,30.836625657867387,1.1125888775236115,1.311665768073572,129,0.44,0.643,0,2,2,3,10,5,9,1,2,4
130,Furman,2.977116849082236,109.2,106.2,67.7,29,1.2,0.22213960613527953,0.908194853249801,9.08194853249801,2.5533023022549703,-3.7551223680439634,23.785542501669934,1.3653092685768788,1.590968865728261,130,-2.61,0.667,0,1,3,1,7,6,10,1,0,1
131,Montana,3.1163095508605636,110.1,106.9,68.5,31,0.16,0.36953869385757043,0.888021787715875,8.880217877158751,2.458021449104649,-2.661330556271917,27.612692176901895,1.3314283467243402,1.2644453415156667,131,-1.88,0.5,0,4,2,2,3,3,17,0,0,4
132,Washington St.,3.0972899017783533,110.0,107.0,72.5,31,0.2,0.36216123772229414,0.8891174830175802,8.891174830175801,2.451525239291458,-4.081349245290113,25.380489571818778,1.3487714847486383,1.4473308114972288,132,3.67,0.385,1,7,2,4,5,0,10,2,4,9
133,St. Bonaventure,3.9884717775675256,103.8,99.8,65.8,32,-4.13,1.0148089721959406,0.750781855393779,7.507818553937789,2.445688215422037,-3.506107835178586,25.11300611067913,1.3657771961647809,1.4489905281699067,133,0.74,0.562,0,2,3,5,8,3,10,1,3,5
134,Bryant,4.288291707135656,105.3,101.0,74.8,32,-8.34,1.578536463391957,0.5639467110683626,5.639467110683626,2.396212960720672,-6.581816376908925,28.268317548846262,1.2344652769310638,1.3444128640095043,134,-6.76,0.611,0,1,0,3,3,2,18,5,0,2
135,Nebraska Omaha,3.6395009118265023,110.5,106.8,70.0,30,-3.21,0.8561876139783128,0.7926080866628679,7.926080866628679,2.208040110113308,-5.901331760354477,26.12768154552506,1.3381808333450829,1.3897578793383532,135,-3.48,0.471,0,1,0,4,7,2,12,4,0,2
136,Jacksonville St.,2.8908959776031082,106.2,103.3,66.3,30,-1.39,0.5351119972003885,0.8608457138299542,8.608457138299542,1.9363924240239565,-4.680106226984545,33.88613608560452,1.0261022816939849,1.2013056662721235,136,0.32,0.467,0,3,2,2,8,4,9,2,1,3
137,George Washington,1.4796739207944825,104.4,102.9,68.0,31,2.42,-0.11754075990068968,0.9204655168086494,9.204655168086495,1.6949568841344096,-6.5353636678383715,23.46631742474991,1.2692399685700129,1.814007938186209,137,-1.69,0.385,0,1,1,4,5,5,13,2,1,6
138,Virginia Tech,0.16616334612452022,104.5,104.3,66.8,31,7.57,-0.925479581734435,0.7750031387779553,7.750031387779553,1.6469354746246125,-8.869430273298079,30.835240110743502,1.1331933925740039,1.27698881687714,138,6.89,0.455,0,5,4,8,4,4,5,1,3,15
139,New Mexico St.,2.1492415564425187,102.4,100.2,65.5,28,-0.9,0.3811551945553148,0.8862773358683148,8.862773358683148,1.4161242576524502,-7.62127437513146,17.697775977904293,1.759574857377181,1.7630095118920777,139,0.52,0.533,1,2,3,3,3,5,7,4,1,4
140,Murray St.,1.0629206664893758,103.8,102.8,66.5,32,1.74,-0.08463491668882803,0.9240048378436477,9.240048378436477,1.2146238298869472,-10.134396064128694,23.17038487132229,1.3735215641607976,1.6482985292278218,140,0.74,0.375,1,1,2,5,4,9,8,2,1,6
141,Milwaukee,1.3363488241538022,105.2,103.9,69.9,29,0.74,0.07454360301922527,0.9250609558726927,9.250609558726927,1.1921265438635236,-6.5422439348356,26.165259009117925,1.313865606959713,1.4220829676901128,141,-3.4,0.467,0,1,1,2,5,6,12,2,0,1
142,Kent St.,0.9844761922792173,103.8,102.9,67.8,30,1.65,-0.08319047596509782,0.9241568408621595,9.241568408621596,1.141210085597983,-5.703318505086973,24.096081288114597,1.3341071920907939,1.6084659078502812,142,-2.94,0.6,0,2,1,2,2,5,16,2,1,3
143,Wichita St.,1.348133330103522,103.3,101.9,70.4,31,0.24,0.13851666626294026,0.9181314004460784,9.181314004460784,1.094928070032641,-7.136686895110898,27.06896068587117,1.2935865971312004,1.3659041143346546,143,1.87,0.429,0,3,3,2,7,5,7,4,2,6
144,East Tennessee St.,1.6020522466155995,103.9,102.3,66.3,29,-0.68,0.28525653082694996,0.8999901559474403,8.999901559474402,1.061570699815459,-7.93017970330402,29.041174931747904,1.2163984590482797,1.3024583672671022,144,-4.86,0.429,0,0,1,2,4,8,12,2,0,0
145,Charleston,0.9693709036275635,104.9,103.9,71.3,32,0.96,0.0011713629534454428,0.9323425588118394,9.323425588118393,0.9672566325713385,-3.8583328207612837,22.687200326545163,1.3851844642021067,1.6862456567977417,145,-2.86,0.625,0,0,2,3,8,4,13,2,1,4
146,South Alabama,1.4889926545922947,105.4,103.9,64.0,29,-1.34,0.3536240818240368,0.8903736926067887,8.903736926067886,0.8244511501121643,-6.498752407205721,21.773517504605955,1.4967853975445051,1.6164385753211163,146,-4.46,0.571,0,1,1,3,5,2,12,5,3,4
147,Radford,1.057782756909944,108.7,107.6,63.8,31,-0.1,0.14472284461374302,0.9174289295218786,9.174289295218786,0.7933889334161726,-6.504556991678889,23.89479083770003,1.350175943072351,1.6039086017721407,147,-3.06,0.474,0,4,0,3,4,3,14,3,0,8
148,Towson,1.4613941956916676,106.1,104.6,65.4,32,-1.66,0.39017427446145847,0.8849066466697051,8.849066466697051,0.7852116756099218,-5.344274612420342,28.733620026604434,1.2058883526367878,1.3467855928687298,148,-2.28,0.562,0,1,1,5,6,3,14,2,1,3
149,North Dakota St.,2.1131045750895936,112.8,110.7,66.5,29,-4.85,0.8703880718861992,0.7890848426459918,7.890848426459918,0.6237161461638852,-6.380770400385437,20.571600573260294,1.5616173498893775,1.6648777437594373,149,-3.42,0.571,2,0,0,2,5,6,11,3,2,0
150,Miami OH,0.8262254386671231,106.2,105.4,70.3,32,-0.43,0.15702817983339037,0.9160198620698379,9.16019862069838,0.5466525766261198,-4.426153514272368,30.071763812896673,1.1194987115516164,1.3695659410842793,150,-5.51,0.467,0,2,0,2,6,2,17,3,1,2
151,Samford,1.5257062439897595,107.7,106.2,73.1,28,-2.81,0.54196328049872,0.8596100657971604,8.596100657971604,0.5072871603540409,-4.645447571345262,31.09724935354818,1.1224754100358738,1.2719618175413872,151,-2.37,0.538,0,2,2,2,5,6,11,0,0,2
152,South Dakota St.,0.5899510507755394,107.0,106.5,70.7,29,-0.81,0.17499388134694244,0.9139234011776071,9.13923401177607,0.2544833732097297,-6.0459898485671495,24.79595765726387,1.3901169334032835,1.4455879742858222,152,-1.19,0.429,0,2,2,5,6,2,9,3,1,4
153,Loyola Marymount,0.6101699561071854,103.4,102.7,68.5,31,-3.8,0.5512712445133982,0.8579166549019835,8.579166549019835,-0.3457769690527135,-6.536533017933053,19.600266891369763,1.525457353710221,1.8468045352243359,153,2.77,0.308,0,7,2,5,5,0,9,3,2,9
154,Seattle,0.13551399003971198,99.7,99.6,67.8,30,-1.99,0.265689248754964,0.9026011296901154,9.026011296901155,-0.3560789923910408,-11.802873028142905,20.26128406261601,1.5080012197488788,1.7861187048824474,154,-0.64,0.294,1,1,1,4,0,9,10,4,1,4
155,UC Riverside,1.1407538852400876,107.8,106.7,69.5,30,-6.18,0.9150942356550109,0.7777078871182016,7.777078871182016,-0.36635259475448145,-3.376020452069543,22.83561801510488,1.3655517103735797,1.7029334048703344,155,0.57,0.438,2,5,2,1,5,1,10,4,3,5
156,UNC Greensboro,0.8649354140071353,104.3,103.5,66.0,28,-5.04,0.7381169267508919,0.8202179199409154,8.202179199409155,-0.47292157409965474,-6.200953388057812,22.33150185343661,1.3280826809299278,1.842635838638602,156,-3.9,0.6,0,2,3,0,4,5,10,4,1,2
157,Purdue Fort Wayne,0.32369013333993735,105.9,105.6,71.8,30,-3.32,0.45546126666749215,0.8745506477902333,8.745506477902333,-0.4987514492153785,-7.941654790747773,25.568711084947026,1.2059383478398962,1.6808499279011724,157,-3.76,0.375,0,3,0,1,4,6,13,3,0,3
158,Marshall,0.27752043453327246,103.8,103.5,71.4,30,-3.15,0.42844005431665905,0.8789303778347045,8.789303778347046,-0.4991245518720174,-7.497271767871894,26.763483868554474,1.235027252770252,1.4904904655373312,158,-4.13,0.357,0,1,0,2,2,6,16,3,1,4
159,Nicholls,0.38188244697111884,103.8,103.4,70.3,30,-4.1,0.5602353058713898,0.8562697334004502,8.562697334004502,-0.6133021623316235,-7.174299136586349,30.293860766282705,1.1397873130315999,1.3138095957877294,159,-2.68,0.471,0,4,1,0,3,7,13,2,1,4
160,Winthrop,0.9039992077651817,106.6,105.7,74.7,31,-6.91,0.9767499009706477,0.761310027942422,7.61310027942422,-0.6366374963991183,-5.5510985522395195,28.180030063158885,1.215365818901763,1.3831815425478171,160,-3.65,0.4,0,2,0,3,5,4,15,2,0,6
161,UTSA,-1.0991909372227724,106.0,107.1,70.9,29,0.54,-0.20489886715284655,0.9103284321418645,9.103284321418645,-0.7075705972867838,-12.127926447914032,27.202281497072605,1.248627257845107,1.4231323920057386,161,0.74,0.294,0,2,1,6,3,6,6,5,1,7
162,James Madison,0.246257960355166,108.9,108.7,66.3,28,-3.93,0.5220322450443957,0.8631793600950354,8.631793600950354,-0.7378215289215064,-6.364578541973334,27.035613940226877,1.223815891709359,1.482059181358419,162,-2.23,0.429,0,2,0,0,6,7,11,2,2,4
163,Davidson,-0.10589524661304495,106.9,107.0,67.6,31,-3.52,0.4267630941733694,0.8791977952401222,8.791977952401222,-0.8602365803077923,-9.006403549005732,28.95794912309183,1.1435282136091032,1.4330311254113721,163,1.26,0.357,0,3,1,4,3,8,11,1,1,7
164,Montana St.,-0.5969120053865424,104.1,104.7,67.2,32,-1.97,0.1716359993266822,0.9143188098329094,9.143188098329095,-0.9020512614963088,-11.580838727340698,23.518258971457758,1.4510007391899313,1.4904630615468701,164,-2.32,0.211,0,3,1,4,1,7,12,4,0,4
165,Texas A&M Corpus Chris,0.06720209011358236,104.3,104.2,68.4,29,-4.33,0.5496502612641978,0.8582127833001209,8.58212783300121,-0.9369281340340072,-8.292361118254028,27.645680893255808,1.1801171296584507,1.4982873141058712,165,-3.04,0.25,0,4,0,1,3,5,12,4,0,5
166,Florida Gulf Coast,-0.8581580734088732,106.3,107.2,67.3,30,-1.37,0.06398024082389087,0.9261520135016291,9.26152013501629,-0.9788980318406251,-7.949944119361604,24.81534265828742,1.2666447673894006,1.6482479128040557,166,-4.31,0.438,0,1,1,4,3,5,13,3,0,5
167,Boston College,-2.9184611793628363,103.4,106.3,68.6,31,8.15,-1.3835576474203546,0.6340575236141329,6.340575236141329,-1.0389933240274642,-9.9082083862924,24.614565870321428,1.3448229375429679,1.532979203350282,167,5.64,0.0,0,7,1,8,3,3,8,1,3,14
168,Cleveland St.,0.7404765278486423,102.0,101.3,67.0,29,-8.3,1.1300595659810804,0.7170571581721026,7.170571581721026,-1.0517368998365115,-6.222031476865574,28.328322689046345,1.2876739476154404,1.2614561010059897,168,-3.88,0.5,0,2,1,1,5,5,12,3,0,3
169,Rhode Island,-1.048682570856812,105.8,106.9,71.9,30,-1.93,0.1101646786428985,0.9212717484526529,9.212717484526529,-1.25574112251392,-7.971974447758768,26.861467978525866,1.3069849136239382,1.3656108023962608,169,-0.67,0.182,0,0,1,6,5,3,11,4,3,4
170,Youngstown St.,-0.32219501346432367,103.3,103.7,71.0,31,-4.84,0.5647256233169595,0.855438794888379,8.55438794888379,-1.2992561825606967,-7.417768974297399,24.058476130672325,1.3967046152152451,1.511837782848302,170,-4.78,0.647,0,1,1,2,6,5,12,4,0,1
171,Eastern Kentucky,-0.9067084951292799,107.8,108.7,68.9,30,-2.65,0.21791143810884,0.908722283736349,9.08722283736349,-1.311998951326641,-7.873211658997512,24.70513538837902,1.3585990147388964,1.5016306007388334,171,-3.79,0.421,0,3,1,3,4,3,11,5,2,4
172,San Jose St.,-0.06184751941225386,103.9,104.0,68.7,33,-6.77,0.8385190600734682,0.7969308595732624,7.969308595732624,-1.3667105756221256,-10.25029738205118,25.472146382420966,1.408939799739824,1.3549172291783673,172,3.92,0.25,0,8,1,6,3,4,9,2,1,14
173,Cal Baptist,-0.668164975793033,101.0,101.7,67.5,29,-3.93,0.4077293780258709,0.8821974451818064,8.821974451818065,-1.4289879012660842,-9.256200090782563,28.272477683637426,1.147678802304085,1.494801078059945,173,-1.0,0.286,0,3,0,5,3,5,11,2,1,6
174,Cal Poly,-0.44739808196113984,108.4,108.9,76.3,32,-5.18,0.5915752397548575,0.850386689629962,8.50386689629962,-1.4410172069502039,-9.56332808745357,26.778104392759623,1.2679329435953097,1.4336064826644423,174,-1.0,0.368,0,6,1,4,3,5,11,2,1,7
175,Lamar,-0.4702246852315284,98.8,99.3,67.3,30,-4.9,0.553721914346059,0.8574679760239647,8.574679760239647,-1.4549095865720665,-7.074487481167338,24.79510005598513,1.403664291282219,1.4266811548458915,175,-2.37,0.529,0,4,0,2,5,3,12,4,0,5
176,Miami FL,-3.462089662697039,109.7,113.1,69.4,30,9.02,-1.5602612078371298,0.5706756187315946,5.706756187315945,-1.4671662919055908,-11.837527923525617,24.34599306868092,1.509368749236969,1.3367013671776626,176,8.65,0.0,0,9,0,8,3,5,4,1,1,18
177,Southern Illinois,-0.7903073720868292,105.6,106.4,69.6,31,-4.15,0.4199615784891464,0.8802771836659539,8.802771836659538,-1.5333362185750439,-12.037788593482524,22.470255068362484,1.5077198166846868,1.523867117337337,177,1.97,0.357,0,2,0,7,6,7,6,3,0,7
178,South Florida,-1.7817920460589107,100.7,102.5,70.5,29,-1.27,-0.06397400575736384,0.926152653165105,9.26152653165105,-1.6579084469729848,-12.06602703597294,33.79738608430597,1.0141744789410165,1.2297836867253058,178,0.85,0.25,0,3,0,5,3,9,7,2,0,7
179,East Carolina,-1.2524227528838878,105.5,106.8,68.4,29,-3.04,0.22344715588951403,0.9080311929866023,9.080311929866022,-1.6786734367658938,-7.643910379932073,30.575325918387946,1.0877207439595948,1.3807042704551582,179,-0.4,0.385,0,1,0,4,6,7,10,1,2,5
180,Sam Houston St.,-1.2200539530407468,107.2,108.4,69.4,29,-3.87,0.33124325586990666,0.8936078385701413,8.936078385701412,-1.8442651683579532,-11.40434567347318,24.453009768503755,1.2775354827623044,1.6704512453829785,180,1.87,0.167,0,4,0,6,5,7,5,2,0,7
181,Dartmouth,-0.6227783353276095,99.2,99.8,72.6,26,-5.63,0.6259027080840488,0.843716640537243,8.43716640537243,-1.849556459756457,-10.004070677915138,17.3643937794144,1.731449038919379,1.8443144318460216,181,-4.49,0.333,0,1,0,4,4,2,8,7,0,3
182,Drexel,-0.871582411556119,103.1,104.0,64.5,32,-5.87,0.6248021985554851,0.8439341849701553,8.439341849701552,-1.9147090502936899,-11.17764442280495,31.261597274881737,1.0918135213777738,1.3100588575608278,182,-4.97,0.471,0,0,0,1,2,10,15,4,0,2
183,Oakland,-1.3690960316940135,105.6,107.0,66.2,33,-3.94,0.3213629960382483,0.8950086583370107,8.950086583370107,-1.9176005757344528,-10.45520366740741,22.070584292070343,1.4389171942898977,1.6705081335275005,183,-0.48,0.333,0,5,0,2,5,8,10,3,0,5
184,Illinois Chicago,-1.0857336718784865,104.1,105.2,71.2,28,-4.66,0.4467832910151892,0.875971813465902,8.759718134659021,-1.937469407660062,-6.9848548151689585,21.55729379651656,1.4742180435956285,1.6761684111952886,184,1.39,0.538,0,2,4,2,5,5,6,4,3,3
185,Temple,-2.3631524085286344,106.9,109.2,70.6,30,-0.64,-0.21539405106607928,0.9090350118464727,9.090350118464727,-1.9624382002002219,-9.316142234783108,30.93286734591715,1.146716542817852,1.246793594176071,185,-0.39,0.267,0,1,1,4,6,6,8,4,2,5
186,Bucknell,-1.0339056772843804,104.9,106.0,68.9,32,-6.87,0.7295117903394525,0.8221134352979151,8.221134352979151,-2.22679385151237,-9.004428545344421,30.696480920542093,1.1929261965852394,1.1966874926276219,186,-4.82,0.375,0,3,0,1,1,4,17,6,0,3
187,UTEP,-1.0018753066204624,103.1,104.1,70.3,29,-6.61,0.7010155866724422,0.8282786632796145,8.282786632796146,-2.2477827196816165,-8.24597038322273,25.592134462918885,1.311835928983651,1.4829264382749472,187,1.1,0.333,1,2,1,5,5,7,7,1,1,3
188,Ohio,-1.7127634427139782,104.4,106.1,72.4,31,-4.52,0.3509045696607527,0.8907712297673059,8.90771229767306,-2.3393605129066524,-11.170267194307804,24.93520045903397,1.2511280324748193,1.6644165824289603,188,-4.1,0.235,0,1,0,3,5,5,10,7,0,1
189,Delaware,-2.79090588098515,108.7,111.5,71.9,33,-1.62,-0.14636323512314375,0.9172423409953885,9.172423409953884,-2.5362360364472165,-13.295616053881954,29.113015515248655,1.2878653668931188,1.195677416783207,189,-2.69,0.333,0,1,1,3,4,9,9,6,1,4
190,Central Connecticut,-0.8505430663735325,99.6,100.5,67.3,30,-9.71,1.1074321167033085,0.7238923414783348,7.238923414783348,-2.572744579149635,-4.39631110189859,28.29092184946976,1.1898719701117078,1.4155160913668352,190,-10.97,0.75,0,0,1,1,0,2,22,4,1,1
191,Appalachian St.,-1.6709743198368017,98.2,99.8,64.9,29,-5.92,0.5311282100203998,0.8615600005042192,8.615600005042193,-2.6441850533232096,-8.999899635115398,26.311223224403406,1.3644232115748378,1.3362042942255308,191,-3.08,0.357,0,1,0,4,2,4,13,5,0,6
192,South Carolina St.,-1.2352837637959198,101.7,103.0,71.5,29,-7.91,0.83433952952551,0.7979435441826398,7.979435441826398,-2.675556354844174,-8.998577576538207,27.101565167373543,1.2501422843700525,1.4305718888757397,192,-9.34,0.389,0,2,0,2,0,6,16,3,0,3
193,Indiana St.,-1.6521445490996314,107.6,109.3,73.9,30,-6.51,0.607231931362546,0.8473740558370705,8.473740558370706,-2.7220744847798937,-11.516990283998776,21.9888349711066,1.4404386331766943,1.677925394583916,193,-0.2,0.25,0,2,0,7,4,6,8,3,0,6
194,Southeast Missouri,-2.182961810447253,101.1,103.3,70.0,29,-5.07,0.3608797736940934,0.8893068459879043,8.893068459879043,-2.8605165535571166,-8.567066516331941,20.277438376207634,1.4787233340787722,1.8342868527610954,194,-7.47,0.533,0,1,0,2,2,2,15,7,0,3
195,Merrimack,-1.6645241691446415,98.1,99.7,65.9,33,-7.77,0.7631844788569198,0.8146063037219563,8.146063037219562,-2.8732811514439884,-9.651063485122613,25.099828296040126,1.3122056198756191,1.5342370642597352,195,-5.06,0.529,0,4,1,1,1,1,16,9,1,5
196,Queens,-2.255294430014345,105.3,107.6,69.6,30,-4.96,0.33808819624820685,0.8926277340672536,8.926277340672536,-2.8755169041867656,-8.097193575798698,29.19858499189591,1.2822236158949918,1.1960540566891027,196,-3.97,0.5,0,3,1,2,2,6,13,3,1,5
197,Portland St.,-2.532619277293776,98.9,101.4,69.8,27,-4.04,0.18842259033827802,0.9123255298617978,9.123255298617979,-2.9133219313535914,-8.583069883198608,29.225349701545486,1.1673397477441672,1.3649762079247965,197,-5.46,0.286,0,0,0,3,3,4,12,5,0,0
198,Seton Hall,-4.486484956779648,98.0,102.5,66.2,32,3.54,-1.003310619597456,0.7539950361414278,7.539950361414278,-2.9558988635351877,-12.380821155034646,26.517060212499263,1.263015261087293,1.4679162444465161,198,9.37,0.067,2,12,0,7,2,4,3,2,2,21
199,Princeton,-3.001930238291507,101.6,104.6,67.5,28,-3.55,0.06850872021356158,0.9256860821842368,9.256860821842368,-3.138103962885649,-4.4900556801313485,23.76730371356074,1.3892848580181707,1.554505596148698,199,-1.7,0.625,1,2,2,3,5,3,10,2,2,3
200,Rice,-3.376507879858437,103.0,106.4,67.8,31,-3.52,0.017936515017695387,0.930738891083933,9.30738891083933,-3.409641679985075,-12.963208172983478,29.17453696771705,1.177332633309227,1.3528481585208603,200,-2.3,0.357,0,1,0,4,4,9,9,4,1,6
201,Jacksonville,-3.1470226330276034,99.4,102.6,68.9,28,-4.26,0.13912217087154954,0.9180631043549462,9.180631043549463,-3.4218386939499323,-5.629761670915123,27.035812018651942,1.2890163898993046,1.3758441468483276,201,-3.12,0.5,0,2,0,4,5,2,12,3,0,3
202,Valparaiso,-2.0008719589784647,104.3,106.3,69.5,32,-9.49,0.9361410051276919,0.7722022796592869,7.722022796592869,-3.456770057509631,-11.696843126969757,27.850155873677203,1.2185663196027852,1.409563448328933,202,0.36,0.294,0,3,1,6,5,5,7,5,0,7
203,Wyoming,-2.4500706225233557,101.5,104.0,66.2,31,-7.37,0.6149911721845805,0.8458626937529035,8.458626937529035,-3.5047410556570453,-10.105112288974027,21.002955075880507,1.4260126105940705,1.8307468349332148,203,4.0,0.235,0,7,2,6,1,5,8,2,1,13
